Unnamed: 0,difference
0,5.0
1,5.0
2,5.0
3,4.0
4,5.0
5,7.0
6,7.0
7,5.0
5,-3.0
6,-4.0
7,-7.0
8,-9.0
9,-4.0
0,-9.0
1,-1.0
2,-5.0
3,-8.0
4,-5.0
5,-6.0
