Unnamed: 0,difference
0,5.0
1,4.0
2,4.0
3,4.0
4,4.0
5,5.0
6,5.0
7,2.0
8,6.0
9,4.0
0,5.0
1,6.0
2,8.0
3,5.0
4,8.0
5,8.0
6,8.0
