Unnamed: 0,difference
0,1.0
1,6.0
2,6.0
3,6.0
4,6.0
5,6.0
6,6.0
7,1.0
8,1.0
9,1.0
0,1.0
1,9.0
2,1.0
3,8.0
4,1.0
5,1.0
6,1.0
7,2.0
7,-14.0
8,-14.0
9,-14.0
0,-14.0
1,-14.0
2,-14.0
3,-4.0
4,-4.0
5,-4.0
6,-4.0
7,-6.0
8,-4.0
9,-14.0
0,-14.0
1,-14.0
2,-14.0
3,-14.0
4,-14.0
5,-14.0
6,-14.0
7,-13.0
