Unnamed: 0,difference
0,7.0
1,5.0
2,2.0
3,7.0
4,7.0
5,8.0
6,0.0
7,0.0
8,0.0
9,9.0
0,7.0
1,8.0
2,1.0
3,5.0
4,9.0
5,0.0
6,4.0
7,9.0
