Unnamed: 0,difference
0,5
1,0
2,5
3,8
4,5
5,8
6,9
7,4
8,5
9,7
0,5
1,8
2,1
3,1
4,3
5,8
6,2
7,2
8,0
9,0
0,2
1,0
2,9
3,0
4,5
5,6
6,5
7,8
8,5
9,0
0,5
1,7
2,4
3,8
4,5
5,8
6,5
7,8
8,2
9,2
0,3
1,1
2,5
3,0
