Unnamed: 0,difference
0,-3.0
1,-4.0
2,-4.0
3,-3.0
4,-2.0
5,-2.0
6,-2.0
7,-0.0
8,-2.0
9,-5.0
0,-10.0
1,-12.0
2,-4.0
3,-0.0
4,-3.0
5,-2.0
6,-2.0
7,-2.0
8,0.0
9,8.0
0,-6.0
