Unnamed: 0,difference
0,7.0
1,5.0
2,5.0
3,5.0
4,5.0
5,5.0
6,5.0
7,0.0
8,0.0
9,0.0
0,0.0
1,8.0
2,0.0
3,5.0
4,0.0
5,0.0
6,0.0
7,1.0
2,-12.0
3,-12.0
4,-12.0
5,-12.0
6,-12.0
7,-12.0
8,-2.0
9,-2.0
0,-2.0
1,-2.0
2,-4.0
3,-2.0
4,-12.0
5,-7.0
6,-12.0
7,-12.0
8,-12.0
9,-12.0
0,-12.0
1,-12.0
2,-12.0
3,-11.0
