Unnamed: 0,difference
0,4.0
1,5.0
2,1.0
3,7.0
4,9.0
5,4.0
6,1.0
7,3.0
8,8.0
9,0.0
0,0.0
1,1.0
2,0.0
3,9.0
4,9.0
5,9.0
6,8.0
7,8.0
8,7.0
9,6.0
0,5.0
1,9.0
2,6.0
3,5.0
4,9.0
5,3.0
6,4.0
7,1.0
8,6.0
9,2.0
0,6.0
1,2.0
2,3.0
3,9.0
4,9.0
5,4.0
6,1.0
7,6.0
8,8.0
9,6.0
0,4.0
1,5.0
2,6.0
3,6.0
4,6.0
5,5.0
6,5.0
7,6.0
8,6.0
9,4.0
