Unnamed: 0,difference
0,0.0
1,0.0
2,0.0
3,0.0
4,5.0
5,5.0
6,0.0
7,0.0
8,5.0
9,0.0
0,0.0
1,5.0
2,5.0
6,8.0
7,3.0
8,9.0
9,4.0
0,4.0
1,9.0
2,4.0
3,9.0
4,4.0
5,9.0
6,4.0
7,9.0
8,4.0
9,9.0
0,4.0
1,4.0
