,Unnamed: 0,Name,trip_id,arrival_time,stop_id,trip_headsign,stop_code
1,107649,250dundarave,13924706,06:23,4491,250 Dundarave To 2525th & Marine,54441
3,107634,250dundarave,13924705,06:33,4491,250 Dundarave To 2525th & Marine,54441
4,107565,250dundarave,13924700,06:55,4491,250 Dundarave To 2525th & Marine,54441
5,107473,250dundarave,13924693,07:15,4491,250 Dundarave To 2525th & Marine,54441
6,107151,250dundarave,13924676,07:28,4491,250 Dundarave To 2525th & Marine,54441
7,107404,250dundarave,13924689,07:38,4491,250 Dundarave To 2525th & Marine,54441
8,107519,250dundarave,13924696,07:43,4491,250 Dundarave To 2525th & Marine,54441
9,107128,250dundarave,13924675,07:58,4491,250 Dundarave To 2525th & Marine,54441
10,107105,250dundarave,13924674,08:08,4491,250 Dundarave To 2525th & Marine,54441
11,107082,250dundarave,13924673,08:18,4491,250 Dundarave To 2525th & Marine,54441
12,107059,250dundarave,13924672,08:28,4491,250 Dundarave To 2525th & Marine,54441
14,107243,250dundarave,13924680,08:35,4491,250 Dundarave To 2525th & Marine,54441
15,107672,250dundarave,13924708,08:48,4491,250 Dundarave To 2525th & Marine,54441
16,107381,250dundarave,13924688,08:58,4491,250 Dundarave To 2525th & Marine,54441
18,107197,250dundarave,13924678,09:13,4491,250 Dundarave To 2525th & Marine,54441
21,104338,250dundarave,13861085,09:29,4491,250 Dundarave To 2525th & Marine,54441
24,104315,250dundarave,13861084,09:41,4491,250 Dundarave To 2525th & Marine,54441
25,106354,250dundarave,13924596,09:48,4491,250 Dundarave To 2525th & Marine,54441
26,104614,250dundarave,13861098,09:53,4491,250 Dundarave To 2525th & Marine,54441
27,107036,250dundarave,13924671,10:03,4491,250 Dundarave To 2525th & Marine,54441
29,105649,250dundarave,13861404,10:16,4491,250 Dundarave To 2525th & Marine,54441
32,104591,250dundarave,13861097,10:29,4491,250 Dundarave To 2525th & Marine,54441
35,104269,250dundarave,13861082,10:41,4491,250 Dundarave To 2525th & Marine,54441
36,105672,250dundarave,13861405,10:46,4491,250 Dundarave To 2525th & Marine,54441
38,104568,250dundarave,13861096,10:53,4491,250 Dundarave To 2525th & Marine,54441
39,105327,250dundarave,13861388,11:01,4491,250 Dundarave To 2525th & Marine,54441
42,105695,250dundarave,13861406,11:16,4491,250 Dundarave To 2525th & Marine,54441
45,105350,250dundarave,13861389,11:31,4491,250 Dundarave To 2525th & Marine,54441
48,105718,250dundarave,13861407,11:46,4491,250 Dundarave To 2525th & Marine,54441
51,105373,250dundarave,13861390,12:01,4491,250 Dundarave To 2525th & Marine,54441
