50043,60689,60691,54002,53989
8.2,8.48,8.49,9.01,9.1
8.51,9.19,9.2,9.31,9.4
9.21,9.49,9.5,10.01,10.1
9.51,10.19,10.2,10.31,10.4
10.21,10.49,10.5,11.01,11.1
10.51,11.19,11.2,11.3,11.39
11.21,11.49,11.5,12.0,12.09
11.51,12.16,12.17,12.27,12.36
12.21,12.46,12.47,12.57,1.06
12.51,1.15,1.16,1.26,1.34
